-8.459972004270654641e-03,-2.619378080988615017e-03,-2.106947029551822000e-03,-3.088917062250964634e-04,-9.236228552880452764e-04,-4.853957747317939734e-04,-1.043769042625756821e-03,-7.300529512819602096e-05,-5.453690839352038147e-04,-4.302243494852209680e-06,-2.562106710244862559e-05,-2.459643778436406986e-04,2.102510071740297656e-04,-4.712137140040994999e-04,-3.702095721649962824e-05,-2.656891059444622453e-05,-4.024152036740286944e-04,-6.570211673762521099e-05,2.778997997909936227e-05,-2.576707448900092778e-05,-2.441833339787408521e-04
-1.038826456582383302e-03,-1.523468239441629600e-04,-7.133929440863069637e-05,-8.530050822654702564e-04,-4.389093438413758583e-04,-5.044116488396873472e-04,-8.676388446911937301e-04,4.161370869241948965e-05,-7.436722424693573271e-05,-2.003984758216499726e-04,-1.843593260602801090e-04,-8.655016529381612679e-05,5.492027131303179043e-05,-3.958100159969534025e-04,1.645585918521098347e-04,6.115766749280990835e-06,1.079988048581938373e-04,6.069904342232834428e-05,-7.803466811065553645e-05,2.423319932652862713e-05,-2.220579466805899563e-06
7.061202796481931337e-04,-4.002740103796733544e-04,-9.323367914540421414e-04,-7.866328027060305508e-04,-6.185598092739907818e-04,-5.284980309388605984e-04,-1.037700482899302321e-04,-5.652135563467673316e-04,-2.331949138299189257e-04,-4.225041774124259830e-04,-8.646881276845090830e-04,-8.195760456541851049e-04,-2.462562272965848013e-04,-3.166521056457310989e-04,-2.781992627859117078e-04,1.002907943906141384e-04,-1.128419312845555965e-03,2.863259705945514879e-04,-1.441077353192624066e-05,-4.357114269738842440e-05,-4.595480328899190787e-06
-7.324380895926090171e-04,1.179970847763216635e-03,-5.721220577689198512e-04,-9.050181972969853364e-04,-4.660934594524937351e-04,-1.008996909047635412e-03,-2.928550238748474257e-04,-8.965630721637398966e-04,-3.195662783486486781e-04,-2.434439870750965791e-05,-2.105925422222930041e-04,-4.759740405854168566e-04,-3.899554647241128594e-04,-8.428189772291498215e-05,1.082493687472077629e-04,-3.063777569461749949e-04,-1.534764289611848160e-04,-2.028566577549705094e-04,2.604565397577142741e-04,-2.506517602650118709e-04,2.307144844063819638e-05
-2.454757897730951762e-03,-1.939525471567709897e-03,-8.465752015024704353e-04,-5.066314536668864010e-04,-5.104853464749499426e-04,-7.171398916812033678e-04,-5.461991129138678508e-04,-2.039500002739373099e-04,1.702048609021039035e-05,-3.397405906497567483e-04,3.095857961347433878e-04,-1.353473326387653994e-04,-1.235296362024814463e-04,3.708426149558366984e-05,-2.967704903085660118e-04,7.996722373905067172e-05,-5.636913983413557172e-05,-1.815302056162388029e-04,-9.574988088295278358e-05,-9.476825688358395540e-05,-7.137700038815778577e-05
-3.326449246527607342e-03,-1.569739163142139888e-04,-1.049901178693869383e-03,-8.934408664701651596e-04,-6.609897387679211428e-04,-1.272678594090256550e-03,-5.919826221106518505e-04,-4.778131380194135529e-04,-3.681352819910369239e-04,-7.487982692462692236e-04,-1.522082151398739913e-04,-5.666626679686952519e-05,-4.175625648429322581e-04,-6.463925951031041384e-04,8.823440635118667396e-04,-3.963250203759627148e-05,-1.913594886076579909e-04,-7.276776953427622975e-05,3.414432001297904289e-04,-2.520772156311452830e-04,-4.475109121807685313e-05
-3.657018260885335631e-03,-7.052374032354292565e-04,1.729640714115606012e-03,-2.432733361877495004e-04,-1.480292762905343305e-04,-3.908628827761571997e-04,3.111691876041665513e-04,-7.437871316916613591e-04,-3.296795223962713543e-04,-4.564746326261071062e-04,-1.229268940382164223e-03,-3.640822291417248019e-05,3.067659491308217829e-05,-3.475262111623917235e-05,-7.872609032788927040e-05,2.081314872610542488e-04,-1.206738121040297962e-03,-8.529971674191786507e-04,6.233321730075926960e-05,-1.945931260335062346e-04,-4.675693525802377738e-04
-3.201005903151746355e-03,-1.468713849455297081e-03,-1.359367389658719784e-03,-3.908829018807200646e-04,2.490687417472795592e-04,1.158541542543976724e-04,-3.683485653834741463e-04,-4.585706553606127243e-04,-6.890031160878555723e-04,-4.792747591733631908e-04,-1.466477553989042025e-04,-3.967894212798934420e-04,3.065216505336487338e-05,-5.338382924435225441e-04,2.376303816488312582e-04,-5.388821101654040022e-04,4.364595835265524935e-05,-9.367055200085224321e-05,-2.039347125829151896e-04,1.513806693704950986e-04,-3.644885950089871195e-04
-2.103996692851814020e-03,-2.228697157845709129e-03,-1.868200978912909049e-03,-9.206979139976352784e-06,-1.353242771438929173e-03,-1.205209269004031995e-03,-9.032915540649465603e-04,-3.781660940947165401e-04,-1.135397173522452983e-04,-5.069554663595541785e-04,-3.532373230913240462e-04,-2.813450936121185560e-04,-6.575017140367821807e-04,-1.280288830241552351e-04,3.608295365462411497e-04,-3.932979025692266858e-04,-7.353340532519035688e-04,-1.233009229032848973e-04,2.795672322383103850e-04,7.508818619008743301e-05,-1.566527919151406312e-04
-2.199639964632657801e-03,-2.040129392989775171e-03,-1.563852089307957204e-03,-9.098095372034534093e-04,-2.370312976884715714e-05,-5.431564336447685737e-04,-5.946954863286626819e-04,-8.026109879486619404e-04,3.306223765959487074e-06,1.785712177329549992e-05,-2.227970791870937056e-04,2.525888715273274076e-06,-1.546068765267999846e-04,2.729388807253541049e-04,-3.524274845317799791e-04,-7.034056588203009856e-05,-2.852297522326678277e-04,-5.137612587246394259e-04,7.735776848763717167e-05,-4.356406256627623724e-04,-6.896528961005495744e-04
-1.366602910768701361e-04,9.812505026113916597e-04,-6.885715452013338586e-04,-7.091830094583674148e-04,-6.388700795473380503e-04,-8.641419771254255132e-04,2.060836444046256944e-05,-2.787837565595495501e-04,-6.276169383035032573e-04,-3.691448141943548555e-04,-6.570310906170536607e-04,-1.161243483774670668e-03,-6.046018085766188214e-04,-8.264847711644251202e-04,1.475223158182851434e-05,-4.505895665034279269e-04,-3.400941090487118331e-04,2.355090823282546036e-04,-1.965485150160540574e-04,7.264714335591143548e-05,-1.077488215193309279e-04
