3.946732533022635769e-02,4.227079200024601996e-02,3.994719990697529616e-02,2.558858266070519055e-02,2.159740185541050156e-02,8.246801974959697829e-03,-2.765799776010985280e-03,1.390685213005850643e-02,4.540974368409923106e-02,3.088057991485977996e-02,2.164645895233930587e-03,-3.438936338050924829e-02,3.889270552380320184e-02,-8.914152756637655148e-03,5.302356082949658683e-02,1.340880175608311076e-02,1.543993837000458280e-02,5.056805250489959658e-03,9.817973265404775218e-03,1.232373901947963167e-02,-9.562000110370798625e-03,4.775221531376339264e-03,3.273448850295519047e-02,-1.177999485083680749e-02,4.590646208054982580e-02,1.615814740191820129e-02,2.367352933357544983e-03,-9.560193030482690840e-03,8.685733595581350899e-03,3.247139649099536202e-02,4.623456665574931373e-02,-1.275076356545338759e-04,-1.383054853045279802e-04,1.081634991730312523e-02,3.447501518844660329e-03,-2.021714497906978991e-02,-1.266741910820510034e-02,-8.588706811491937654e-03,5.882941721061110164e-03,6.602951104685943207e-03,-9.533109455655787087e-03
1.210869509295245741e-02,9.931924202223373424e-03,8.819701624872043969e-03,2.988933977565805949e-02,-9.194768611807652148e-03,2.178958186433318372e-02,7.660577604295555447e-03,2.677117927797866351e-02,9.985947893277490398e-03,-6.651373030404754590e-03,1.386313710785047788e-02,7.538312120786546701e-03,2.875716603136156636e-04,2.867742786837287547e-02,-1.842649450407821132e-02,1.686972489095237004e-02,7.671019989639807010e-03,1.647346626436680880e-02,3.458021721932399289e-02,-5.877130305242945878e-03,-3.026143874695457793e-03,4.204624597113367987e-03,-1.373841229664183976e-02,6.689239445076712717e-04,-1.466861301692807054e-02,6.188104018807783283e-03,1.853828674802280099e-02,1.913965762815877589e-02,1.113349336102621533e-04,-5.964167678866471103e-03,1.016166125993771784e-02,1.530949717877264429e-02,-1.411862149604835737e-03,8.698235407311407166e-03,-8.036466947679199360e-04,-5.532518323781779324e-04,1.591722374863163139e-03,1.052661191280855786e-02,1.159521929712003510e-03,2.182717232075018579e-04,-6.137260727794966071e-03
-4.942630353189960551e-02,-4.592328778326244115e-02,-4.418083760638199381e-02,-3.434914878184009562e-02,-3.852412813505186329e-02,-2.618147981456112397e-02,-2.881244659617180140e-02,-1.458872541405964104e-02,-2.074497179454235646e-02,-3.251574527709376328e-02,-8.369230143369635680e-03,-1.748868818416694781e-02,-1.229744608260221160e-02,-2.106204374027478496e-02,-2.247849809538698257e-02,-1.694591723370545908e-02,-1.992565178569102174e-02,2.640341009067836368e-03,-2.772307040556570845e-02,1.128158250478741029e-03,-1.287216783436506348e-02,1.688553275598561956e-02,1.578805866904935129e-02,-1.172451129471352785e-02,-1.410939073876682145e-02,-9.855334638002052547e-03,1.388010765199609343e-02,6.228762496729008287e-03,-7.660770658078955818e-03,1.933001304447456992e-03,-1.778564771392688454e-02,-1.585949031343017110e-02,-9.346856701981317433e-03,-1.488706220302070567e-02,-1.147673524346835665e-02,8.345610164561418146e-03,-8.733321084176256729e-03,-4.139480658900259076e-03,-3.714484545626716653e-03,1.071969479515921808e-02,4.821079957571619036e-03
-1.703135922083786474e-02,-1.392304154697158840e-02,-9.803677270667023741e-03,-2.031542311578091523e-02,-1.261006403557129660e-02,-1.189244470167600924e-02,-1.761075130102823447e-02,-9.895266085409457069e-03,-1.240303177827074485e-02,-1.691126911442921918e-02,1.039827613870126502e-03,-2.274776345838778677e-02,-8.391042643864801351e-03,-1.102280609387932750e-02,-1.752025178914204395e-02,-1.883999252160658416e-02,6.438488346616001549e-03,-1.448667110344954148e-03,-2.282127818520626739e-02,-2.631576721283375789e-02,-2.759275535933643914e-02,3.653940175511278393e-02,2.278481073074688917e-02,7.839851407319641668e-03,-3.914320566492881029e-03,-1.679211955353061142e-02,-3.044955006552117066e-02,-2.760660130679267604e-02,-2.029934686943987709e-02,-1.388496777270034968e-02,-1.559158777510070461e-02,-2.230007210906862717e-03,4.553795708394579866e-02,1.827701810993824158e-02,1.943456846566522095e-02,1.011687943268653293e-02,1.073711939616443442e-02,-4.073738876619104922e-03,-1.879090250065856837e-03,-1.393212297552283777e-02,-1.481084505161830642e-02
5.158243945521465666e-03,-5.851547652521126887e-03,8.631127834293031084e-03,-1.090688458561491110e-02,-2.586190750154545616e-03,3.047729959796550720e-03,-1.696547025366154995e-02,1.503054629933275876e-04,1.259411596520404464e-02,-6.173758135362575859e-03,1.556650516605071789e-02,-3.700083447794734730e-03,-1.180911195389566272e-02,-1.527474158348224136e-02,2.153242367936450755e-02,6.747526889505662921e-03,-1.985793976076006412e-02,1.172961225956072571e-02,-6.054945830238083089e-03,-7.621174782950462800e-03,-3.991819022873577781e-03,1.890234459139780417e-03,2.799175923869779391e-03,-7.646882739159453941e-03,1.764721880335852131e-02,-8.697837009055853219e-03,-1.300533036644446576e-02,-1.475701101247059097e-02,-6.900634182112942890e-03,1.247958327818438247e-02,-2.037500334077351274e-02,1.041828411716867915e-02,2.936708277390600447e-02,-1.724565274516954433e-02,3.229842332635005607e-03,-6.140675613549320677e-03,-4.639694627811548171e-03,-8.384984759661722256e-03,3.312969417962712861e-03,-8.499724691961302661e-03,-8.569545095619248223e-03
-1.820704003977136054e-02,-1.752246764478064892e-02,-1.785417976495296336e-02,-1.352117831959488529e-02,-1.615572654814846978e-02,-2.517385775471523215e-02,-1.118102878943063976e-02,-1.524906916496690870e-02,-2.332994293798082083e-02,-1.602877870321970169e-02,-1.501700946892829854e-02,-1.767280442935880921e-02,-6.908048928496372636e-03,-1.456647370821843694e-02,-1.061292630490431009e-02,-1.601349677232680874e-02,-8.622402765673140707e-03,-1.898044715916534161e-02,-2.036730587616358487e-02,-1.077892121917059347e-02,-1.192025392389730806e-02,-1.250562288818637090e-02,4.649657145395444564e-03,-1.106324083161763262e-02,-7.286569445166203064e-03,-3.097309232175469735e-03,-1.973150103357814919e-02,-3.578718691111028912e-03,8.314882918488348748e-03,-2.826157094419023096e-03,-9.264646494251021699e-03,-8.849312244789251172e-03,-8.019020778319698589e-03,4.987683015506026718e-03,2.509148733603750337e-03,-8.529215135854086374e-03,-2.379720894415625863e-03,-7.806147613978570501e-03,-2.558178772476031419e-03,4.979300809623792142e-04,-1.148683406635017321e-02
-1.908553935729358914e-02,-2.026417586175252930e-02,-1.984795255120436197e-02,-1.895010166618144726e-02,-1.870595731969555003e-02,-1.572557461468624893e-02,-2.030517542070868139e-02,-1.209513494523183595e-02,-2.330405028780091481e-02,-1.235613714784195363e-02,-1.544896980541108668e-02,-9.882810489398052151e-03,-1.357939738783721199e-02,-1.534873894343601226e-02,-1.565539405918685636e-02,-2.583446474416526556e-03,-1.560382666327502985e-02,-1.008297776095284058e-02,-1.943399962519501076e-02,-7.338865206974284038e-03,-1.409819948596670661e-02,-4.430851024956308261e-03,-9.041837936274639900e-03,-9.012231316163214420e-03,-1.144851261850254008e-02,-1.228858248159601756e-02,-8.971068859287742100e-03,-7.080453404290157349e-03,-6.916060028150562526e-03,-8.378823706644401501e-03,-8.116021928501008023e-03,-4.093285726998090526e-03,-7.341484593681418813e-03,-1.119561292264162691e-02,-8.376344935845835699e-03,-3.669395385787900098e-03,-9.680955085234140044e-04,-2.322803331215646510e-03,-3.311147504364754350e-03,-1.402970820985815050e-03,-1.612694002096067263e-03
-2.916314687328164929e-02,-2.396604532271187984e-02,-2.715157564167991477e-02,-1.791622341508741084e-02,-3.192528588168284248e-02,-2.589303398898023731e-02,-2.845913577733638275e-02,-1.837624053100717775e-02,-3.477711473635662631e-02,-1.734081273001944132e-02,-2.193395179038224244e-02,-6.295007514655916007e-03,-3.159354809108997492e-02,-1.777180549967617360e-02,-3.055759881911698436e-02,-1.881825619451210326e-03,-2.347024877162504162e-03,-3.140444116620470794e-02,-1.655624312048691732e-02,-1.564714590830352386e-02,-2.124455202505040260e-02,-1.845923228799117161e-02,-1.019838974714114450e-02,2.010716885194745521e-02,6.192571719649250794e-03,-7.129894201407681667e-03,-1.684670942888109868e-02,-9.032760654732028063e-03,-1.891257718603918045e-02,-2.076503122903880158e-02,-1.562840389469769692e-02,-1.688337939877124563e-02,-1.179075536597670205e-02,1.594541222280821671e-03,-1.461334480350311334e-02,-8.104397389357522949e-03,-3.560747936476007375e-03,9.972237045476944808e-04,-7.822958057015643590e-03,-1.388944929759257678e-03,-4.933223202059167176e-04
-3.199092198951614899e-03,4.930497236836976944e-03,4.896374521745160309e-03,1.009133305462840170e-02,-2.619842871117918082e-03,9.365820000023448652e-03,-1.950084890744621657e-03,6.849581557436953787e-03,1.053515420956203930e-02,2.322079843583472504e-03,1.980930778778359352e-02,1.120183656294040583e-02,6.048859814774714891e-03,-9.169577022343179326e-03,-3.222135808224572441e-03,3.664658957693518997e-03,9.814510339424981425e-03,-1.857099155676278368e-04,-8.692698805996613640e-03,1.727342177369584498e-03,-8.981623841711630293e-03,2.603098800788645768e-03,1.377516237344396204e-02,2.173892486454170967e-03,9.983005260469903983e-03,1.459086517450425106e-02,8.947667344485713686e-03,9.488222022390786639e-04,5.320655503076274738e-03,2.669095641349035746e-03,-1.560762595853305325e-02,-1.059909370082664018e-02,-4.952191351112068991e-03,-1.790687365408339532e-02,-1.267228732434883161e-02,-5.977329276016144811e-03,-9.167881702137678848e-03,-1.013746017864715614e-03,2.319101955561745677e-03,-6.072669906641433094e-03,-3.118496401234360522e-03
-1.531619573405606193e-02,-1.540416589220767150e-02,-1.158197102551375944e-02,-1.548517607479027794e-02,-1.119235072061497936e-02,-1.693966879018270894e-02,-1.293894480189681020e-02,-1.278134478250615540e-02,-1.166002352892748020e-02,-1.256288260770127736e-02,-1.029983444220889180e-02,-1.942846848033221233e-02,-1.326794459096720426e-02,-2.049952800423847019e-02,-6.483624117874229806e-03,-1.058618915324829358e-02,-1.367275937661262090e-02,-1.449985310012112324e-02,-1.561538240333977881e-02,-1.001954407774665809e-02,-7.883136002402348075e-03,-6.080700058861130027e-03,-1.133798588285374505e-02,-1.511079149297382511e-02,2.778413418392279566e-04,-1.213304967580466735e-02,-7.922131070171777034e-03,-1.124960531587262079e-02,-1.098779831064560127e-02,-8.712868034540917350e-03,-1.124749143369042394e-02,-1.297495180598372440e-02,-8.643125623270979732e-03,-1.002271788261185036e-02,-9.186350736377881659e-03,-1.052941150499186150e-02,-8.866857412984166520e-03,-5.139086369799113381e-03,-6.563461471013205470e-03,-7.180786369214887813e-04,-4.467157806466081661e-03
